activity type;reference product;code;name;unit;location;database;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market activity;mine infrastructure, open cast, uranium;22c2351012e647d1822ae1c02c37f665;market for mine infrastructure, open cast, uranium;unit;GLO;ecoinvent_3.9.1_cutoff;721;Mining of uranium and thorium ores;53261;Mining constructions;;
market activity;cast iron removed by turning, primarily dressing, computer numerical controlled;72fa08b618dd4cfa522812289cdffa85;market for cast iron removed by turning, primarily dressing, computer numerical controlled;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;chemical factory, organics;7464c9134f1bed22fe5995c4e4306dd1;market for chemical factory, organics;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;lutetium oxide;3caae3d36292eedb0cb6f566e9a27753;market for lutetium oxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;729;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market activity;aircraft, belly freight, long haul;edc7c575ade2a7b0662fe570d3f1fe20;market for aircraft, belly freight, long haul;unit;GLO;ecoinvent_3.9.1_cutoff;3030;Manufacture of air and spacecraft and related machinery;49623;Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg;MachElecTrans;Transport vehicles
market activity;train, passenger, regional;dd6080dffcde415824d686fdfcfa0423;market for train, passenger, regional;unit;GLO;ecoinvent_3.9.1_cutoff;3020;Manufacture of railway locomotives and rolling stock;49520;Self-propelled railway or tramway coaches, vans and trucks (except maintenance or service vehicles);MachElecTrans;Transport vehicles
market activity;blower and heat exchange unit, Avent E 97;df051e2658302b5b757df5de533845a2;market for blower and heat exchange unit, Avent E 97;unit;GLO;ecoinvent_3.9.1_cutoff;2819;Manufacture of other general-purpose machinery;43911;"Producer gas or water gas generators; acetylene gas generators and similar water process gas generators; disti[…]";MachElecTrans;Metal/electronic equipments and parts
market activity;vinasse, from fermentation of sugar beet molasses;9786f322745fd16e552d4278b53be378;market for vinasse, from fermentation of sugar beet molasses;kilogram;GLO;ecoinvent_3.9.1_cutoff;161;Support activities for crop production;39149;Beet-pulp and other waste of sugar manufacture;AgriForeAnim;Agricultural and forestry products
market activity;sanforizing, textile;89c5a2ceefd759ab67c3be76d5bdfa8d;market for sanforizing, textile;kilogram;GLO;ecoinvent_3.9.1_cutoff;1313;Finishing of textiles;88213;Textile finishing services;;
market activity;process-specific burdens, import of copper to Switzerland;795c88e2ceb654df436ccd5c84c5914f;market for process-specific burdens, import of copper to Switzerland;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;41413;"Refined copper and copper alloys, unwrought; master alloys of copper";MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;waste asphalt;3f5cfea251ed22bc8394a9e1e2d019c2;market for waste asphalt;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39;Wastes or scraps;AgriForeAnim;Agricultural and forestry products
market activity;scrap copper;3af5723338a54d07a0d996bbf97708f9;market for scrap copper;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39361;Waste and scrap of copper;AgriForeAnim;Agricultural and forestry products
market activity;mine infrastructure, underground, hard coal;f17a3028b0659713b23aa30b80d7659a;market for mine infrastructure, underground, hard coal;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53261;Mining constructions;;
market activity;ammonium paratungstate;a8665246e3e6ad85404b373759a824e9;market for ammonium paratungstate;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;sawnwood, lath, softwood, raw, dried (u=10%);d3ddae82449f19ee86473a36c5cdda9c;market for sawnwood, lath, softwood, raw, dried (u=10%);cubic meter;RoW;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;31101;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of coniferous wood;ProcBio;Wood, straw & cork
market activity;agricultural machinery, unspecified;f3d52a0206e1917e9e9121d03919bfb8;market for agricultural machinery, unspecified;kilogram;GLO;ecoinvent_3.9.1_cutoff;2821;Manufacture of agricultural and forestry machinery;441;Agricultural or forestry machinery and parts thereof;MachElecTrans;Metal/electronic equipments and parts
market activity;concrete roof tile;05b71a2a838593dc5dea82c50ecf9a19;market for concrete roof tile;kilogram;GLO;ecoinvent_3.9.1_cutoff;2395;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass and other non-metallic products
market activity;generator, mini CHP plant;7e43f3fba4352885296e272d3720aae1;market for generator, mini CHP plant;unit;GLO;ecoinvent_3.9.1_cutoff;2710;Manufacture of electric motors, generators, transformers and electricity di;461;Electric motors, generators and transformers, and parts thereof;MachElecTrans;Metal/electronic equipments and parts
market activity;zirconium sponge, nuclear-grade;13928dbdc4bfbc251587836d679db48c;market for zirconium sponge, nuclear-grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;straw;5109ea2e1795e6ddf2a8003765d40779;market for straw;kilogram;RoW;ecoinvent_3.9.1_cutoff;111;Growing of cereals (except rice), leguminous crops and oil seeds;1913;Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets;;
market activity;building, budget hotel;ec550d8f0a6beee7bb5b73290d8e6576;market for building, budget hotel;unit;GLO;ecoinvent_3.9.1_cutoff;4100;Construction of buildings;53129;Other non-residential buildings;;
market activity;4-tert-butylbenzaldehyde;8353ed159ecf49a42add0c5217c9cb59;market for 4-tert-butylbenzaldehyde;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;341;Basic organic chemicals;Chemical;Chemical products
market activity;tissue paper;9699e53f1f24d1cc891b2a30bde7a709;market for tissue paper;kilogram;GLO;ecoinvent_3.9.1_cutoff;1701;Manufacture of pulp, paper and paperboard;321;Pulp, paper and paperboard;ProcBio;Pulp & paper
market activity;palm date, organic;f707f43892f41e66ff76720e71589834;market for palm date, organic;kilogram;GLO;ecoinvent_3.9.1_cutoff;122;Growing of tropical and subtropical fruits;1314;Dates;OreMinFuel;Ores, minerals & fuels
market activity;rhodium;356ed01a85736ea36731aa23124e2fbb;market for rhodium;kilogram;GLO;ecoinvent_3.9.1_cutoff;2420;Manufacture of basic precious and other non-ferrous metals;4160;"Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […]";MetalAlloy;Basic metals & alloys, their semi-finished products
market activity;used refrigeration machine, R134a as refrigerant;e605f75fe0c385e5aa9a44cb9be80d6e;market for used refrigeration machine, R134a as refrigerant;unit;GLO;ecoinvent_3.9.1_cutoff;3830;Materials recovery;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;brass removed by turning, primarily dressing, conventional;debfcecea0a8a943a07ff240355e51c3;market for brass removed by turning, primarily dressing, conventional;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";3936;Waste and scrap of other metals;AgriForeAnim;Agricultural and forestry products
market activity;maintenance, tanker, for liquefied natural gas;d3e80726df423c544d210eec10809cd9;market for maintenance, tanker, for liquefied natural gas;unit;GLO;ecoinvent_3.9.1_cutoff;3315;Repair of transport equipment, except motor vehicles;87149;Maintenance and repair services of other transport equipment;;
market activity;compressed air, 1200 kPa gauge;080869ab88c992462a1ae7991fb6e977;market for compressed air, 1200 kPa gauge;cubic meter;RoW;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market activity;gas turbine, 10MW electrical;10612b01c096502d6a57c96304d7dde0;market for gas turbine, 10MW electrical;unit;GLO;ecoinvent_3.9.1_cutoff;2811;Manufacture of engines and turbines, except aircraft, vehicle and cycle eng;43143;Gas turbines other than turbo-jets and turbo-propellers;MachElecTrans;Metal/electronic equipments and parts
market activity;natural gas, medium pressure, vehicle grade;24ef70eeea9f813901f85ed3a01bc554;market for natural gas, medium pressure, vehicle grade;kilogram;GLO;ecoinvent_3.9.1_cutoff;3520;"Manufacture of gas; distribution of gaseous fuels through mains";69120;Gas distribution through mains (on own account);OreMinFuel;Ores, minerals & fuels
market activity;sewage sludge, 97% water, WWT, WW from ammonium paratungstate production;01efa334feb3120ce2699881729c70a8;market for sewage sludge, 97% water, WWT, WW from ammonium paratungstate production;kilogram;RoW;ecoinvent_3.9.1_cutoff;3821;Treatment and disposal of non-hazardous waste;39920;Sewage sludge;AgriForeAnim;Agricultural and forestry products
market activity;nitrous oxide;136787bd31d3c98cb88b3dd8e0966d4d;market for nitrous oxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;342;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market activity;air filter, decentralized unit, 250 m3/h;5476628aa6cfea08250146aed94cbc0d;market for air filter, decentralized unit, 250 m3/h;unit;GLO;ecoinvent_3.9.1_cutoff;2819;Manufacture of other general-purpose machinery;43914;Filtering or purifying machinery and apparatus, for liquids or gases, except oil filters, petrol filters and a[…];MachElecTrans;Metal/electronic equipments and parts
ordinary transforming activity;solvent, organic;cc58f50de5cf9f8210c667807572b272;1,1-dimethylcyclopentane to generic market for solvent, organic;kilogram;GLO;ecoinvent_3.9.1_cutoff;20;Manufacture of chemicals and chemical products;341;Basic organic chemicals;Chemical;Chemical products
market activity;diammonium phosphate;69fb079c1ab8998b9004b714b3ea9d9b;market for diammonium phosphate;kilogram;RoW;ecoinvent_3.9.1_cutoff;2012;Manufacture of fertilizers and nitrogen compounds;34642;Diammonium hydrogenorthophosphate (diammonium phosphate);Chemical;Chemical products
market activity;spoil from lignite mining;2ef9991830d53f3831615da183c78f39;market for spoil from lignite mining;kilogram;GLO;ecoinvent_3.9.1_cutoff;3822;Treatment and disposal of hazardous waste;39990;Other wastes n.e.c.;AgriForeAnim;Agricultural and forestry products
market activity;switch, toggle type;74043d7eb0f56aed31b71917ed967095;market for switch, toggle type;kilogram;GLO;ecoinvent_3.9.1_cutoff;2610;Manufacture of electronic components and boards;471;"Electronic valves and tubes; electronic components; parts thereof";MachElecTrans;Metal/electronic equipments and parts
market activity;polyvinylchloride, emulsion polymerised;ac0803d0780fb604ecba4c29f2df3dbd;market for polyvinylchloride, emulsion polymerised;kilogram;GLO;ecoinvent_3.9.1_cutoff;2013;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
market activity;chromium steel removed by turning, average, computer numerical controlled;bfc72b39858e8987b4662ad78eee6f87;market for chromium steel removed by turning, average, computer numerical controlled;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";39310;Slag, dross, scalings and other waste from the manufacture of iron or steel;AgriForeAnim;Agricultural and forestry products
market activity;rolling mill;27d3fab7aa9ceb09635fe59f5d0984b1;market for rolling mill;unit;GLO;ecoinvent_3.9.1_cutoff;2823;Manufacture of machinery for metallurgy;44310;"Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries; met[…]";MachElecTrans;Metal/electronic equipments and parts
market activity;residual hardwood, wet;ad56910c5d13c950b14b5442346c301d;market for residual hardwood, wet;cubic meter;RoW;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;39283;Non-agglomerated wood waste and scrap;AgriForeAnim;Agricultural and forestry products
market activity;wood preservation, pressure vessel, creosote, outdoor use, ground contact;e47a38ca20ff5c1219fb9a958eddfef2;market for wood preservation, pressure vessel, creosote, outdoor use, ground contact;kilogram;GLO;ecoinvent_3.9.1_cutoff;1610;Sawmilling and planing of wood;54730;Painting services;;
market activity;malusil;ddb83d9b3333ce3cd85f35228f4bd175;market for malusil;kilogram;GLO;ecoinvent_3.9.1_cutoff;810;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market activity;brass removed by turning, average, computer numerical controlled;68f338605c96b9d78782ab8d7b56ebab;market for brass removed by turning, average, computer numerical controlled;kilogram;GLO;ecoinvent_3.9.1_cutoff;2592;"Treatment and coating of metals; machining";3936;Waste and scrap of other metals;AgriForeAnim;Agricultural and forestry products
market activity;wood preservation facility, oscillating pressure method;c9e628a5993f57857bfeb83a707a6984;market for wood preservation facility, oscillating pressure method;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53269;Other constructions for manufacturing;;
market activity;sodium methoxide;a29f34ab7b19835df8903c130656a426;market for sodium methoxide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2011;Manufacture of basic chemicals;34;Basic chemicals;Chemical;Chemical products
market activity;dimethenamide;598226fa34cbfbadfddff71d16244801;market for dimethenamide;kilogram;GLO;ecoinvent_3.9.1_cutoff;2021;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market activity;fraction 7 from naphtha separation;f9d39e27b00efa0cd1548535570aae5b;market for fraction 7 from naphtha separation;kilogram;GLO;ecoinvent_3.9.1_cutoff;1920;Manufacture of refined petroleum products;341;Basic organic chemicals;Chemical;Chemical products
market activity;mechanical treatment facility, waste electric and electronic equipment;65266c9b6c1c91adfae881f098ec12a7;market for mechanical treatment facility, waste electric and electronic equipment;unit;GLO;ecoinvent_3.9.1_cutoff;4290;Construction of other civil engineering projects;53290;Other civil engineering works;;
